timestamp,move_number,side,move_uci,fen,depth,nodes,qnodes,cutoffs,tt_hits,tt_probes,max_ply,max_qply,time_ms,eval_cp
2026-02-16T15:16:52.985864,24,black,f6g5,2kr1b1r/ppp1p1pp/3q1p2/6NB/2Pn4/8/PP3PPP/R1BQ1RK1 b - - 0 12,5,2890,4287,569,79,2890,7,13,618,70
2026-02-16T15:16:54.531689,25,white,c1g5,2kr1b1r/ppp1p1pp/3q4/6pB/2Pn4/8/PP3PPP/R1BQ1RK1 w - - 0 13,5,6630,11418,1032,162,6630,8,15,1545,36
2026-02-16T15:16:55.257323,26,black,g7g6,2kr1b1r/ppp1p1pp/3q4/6BB/2Pn4/8/PP3PPP/R2Q1RK1 b - - 0 13,5,4001,5214,839,94,4001,8,12,725,57
2026-02-16T15:16:56.681420,27,white,h5f3,2kr1b1r/ppp1p2p/3q2p1/6BB/2Pn4/8/PP3PPP/R2Q1RK1 w - - 0 14,5,7238,10571,1275,186,7238,8,14,1424,42
2026-02-16T15:16:57.927029,28,black,d4f3,2kr1b1r/ppp1p2p/3q2p1/6B1/2Pn4/5B2/PP3PPP/R2Q1RK1 b - - 1 14,5,5889,9374,1198,79,5889,8,15,1245,51
2026-02-16T15:16:57.927128,29,white,d1f3,2kr1b1r/ppp1p2p/3q2p1/6B1/2P5/5n2/PP3PPP/R2Q1RK1 w - - 0 15,5,5,0,0,5,5,0,0,0,51
2026-02-16T15:16:59.612367,30,black,d6e5,2kr1b1r/ppp1p2p/3q2p1/6B1/2P5/5Q2/PP3PPP/R4RK1 b - - 0 15,5,8101,12698,1741,284,8101,8,14,1685,55
2026-02-16T15:17:01.216891,31,white,g5f4,2kr1b1r/ppp1p2p/6p1/4q1B1/2P5/5Q2/PP3PPP/R4RK1 w - - 1 16,5,8609,11885,1672,329,8609,8,15,1604,67
2026-02-16T15:17:02.189825,32,black,e5e6,2kr1b1r/ppp1p2p/6p1/4q3/2P2B2/5Q2/PP3PPP/R4RK1 b - - 2 16,5,5854,7419,1018,305,5853,8,13,972,68
2026-02-16T15:17:03.437192,33,white,a1e1,2kr1b1r/ppp1p2p/4q1p1/8/2P2B2/5Q2/PP3PPP/R4RK1 w - - 3 17,5,7399,9390,1379,238,7399,8,12,1247,145
2026-02-16T15:17:04.629186,34,black,e6f5,2kr1b1r/ppp1p2p/4q1p1/8/2P2B2/5Q2/PP3PPP/4RRK1 b - - 4 17,5,6156,9214,1142,232,6156,7,13,1191,101
2026-02-16T15:17:05.532721,35,white,f3g3,2kr1b1r/ppp1p2p/6p1/5q2/2P2B2/5Q2/PP3PPP/4RRK1 w - - 5 18,5,5347,6762,893,288,5347,8,14,903,107
2026-02-16T15:17:05.857965,36,black,d8d3,2kr1b1r/ppp1p2p/6p1/5q2/2P2B2/6Q1/PP3PPP/4RRK1 b - - 6 18,5,2426,2526,358,73,2426,7,10,325,85
2026-02-16T15:17:06.177367,37,white,e1e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/3r2Q1/PP3PPP/4RRK1 w - - 7 19,5,2554,2536,339,174,2554,8,10,319,119
2026-02-16T15:17:06.826107,38,black,d3e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/3rR1Q1/PP3PPP/5RK1 b - - 8 19,5,3761,5160,629,228,3761,7,13,648,113
2026-02-16T15:17:07.388324,39,white,g3e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/4r1Q1/PP3PPP/5RK1 w - - 0 20,5,3636,4554,560,219,3636,7,14,562,95
2026-02-16T15:17:07.575689,40,black,h8g8,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/4Q3/PP3PPP/5RK1 b - - 0 20,5,1726,1498,244,161,1725,7,10,187,95
2026-02-16T15:17:08.746787,41,white,f4e5,2k2br1/ppp1p2p/6p1/5q2/2P2B2/4Q3/PP3PPP/5RK1 w - - 1 21,5,8123,9563,1238,138,8123,8,14,1171,116
2026-02-16T15:17:09.182794,42,black,e7e6,2k2br1/ppp1p2p/6p1/4Bq2/2P5/4Q3/PP3PPP/5RK1 b - - 2 21,5,3261,3574,495,113,3261,8,11,435,93
2026-02-16T15:17:10.531144,43,white,f1d1,2k2br1/ppp4p/4p1p1/4Bq2/2P5/4Q3/PP3PPP/5RK1 w - - 0 22,5,9004,10406,1694,508,9004,8,14,1348,135
2026-02-16T15:17:10.980349,44,black,c7c5,2k2br1/ppp4p/4p1p1/4Bq2/2P5/4Q3/PP3PPP/3R2K1 b - - 1 22,5,2857,3596,518,94,2857,8,13,449,92
2026-02-16T15:17:12.278793,45,white,e3d2,2k2br1/pp5p/4p1p1/2p1Bq2/2P5/4Q3/PP3PPP/3R2K1 w - - 0 23,5,8991,10220,1469,339,8991,8,13,1298,1210
2026-02-16T15:17:12.847632,46,black,f8d6,2k2br1/pp5p/4p1p1/2p1Bq2/2P5/8/PP1Q1PPP/3R2K1 b - - 1 23,5,5141,4222,849,379,5141,8,12,568,1298
2026-02-16T15:17:13.053925,47,white,d2d6,2k3r1/pp5p/3bp1p1/2p1Bq2/2P5/8/PP1Q1PPP/3R2K1 w - - 2 24,5,2052,1665,231,94,2052,7,9,206,1389
2026-02-16T15:17:13.168547,48,black,f5e5,2k3r1/pp5p/3Qp1p1/2p1Bq2/2P5/8/PP3PPP/3R2K1 b - - 0 24,5,1139,845,232,146,1139,7,9,114,1634
2026-02-16T15:17:13.386652,49,white,d6e5,2k3r1/pp5p/3Qp1p1/2p1q3/2P5/8/PP3PPP/3R2K1 w - - 0 25,5,2329,1788,334,167,2326,8,11,218,1712
2026-02-16T15:17:13.794309,50,black,g8e8,2k3r1/pp5p/4p1p1/2p1Q3/2P5/8/PP3PPP/3R2K1 b - - 0 25,5,3554,3229,816,160,3546,8,10,407,1872
2026-02-16T15:17:14.075672,51,white,e5c5,2k1r3/pp5p/4p1p1/2p1Q3/2P5/8/PP3PPP/3R2K1 w - - 1 26,5,2791,2232,422,238,2780,8,10,281,1925
2026-02-16T15:17:14.361795,52,black,c8b8,2k1r3/pp5p/4p1p1/2Q5/2P5/8/PP3PPP/3R2K1 b - - 0 26,6,2810,2352,451,259,2802,9,12,286,1947
2026-02-16T15:17:14.761346,53,white,c5d6,1k2r3/pp5p/4p1p1/2Q5/2P5/8/PP3PPP/3R2K1 w - - 1 27,6,4303,3320,643,404,4299,9,11,399,1947
2026-02-16T15:17:14.761431,54,black,b8c8,1k2r3/pp5p/3Qp1p1/8/2P5/8/PP3PPP/3R2K1 b - - 2 27,6,6,0,0,6,6,0,0,0,1947
2026-02-16T15:17:15.257617,55,white,d6d7,2k1r3/pp5p/3Qp1p1/8/2P5/8/PP3PPP/3R2K1 w - - 3 28,6,5093,4127,606,289,5086,9,12,496,99993
2026-02-16T15:17:15.257704,56,black,c8b8,2k1r3/pp1Q3p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 4 28,6,6,0,0,6,6,0,0,0,99993
2026-02-16T15:17:15.769139,57,white,d7e8,1k2r3/pp1Q3p/4p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 5 29,6,5426,3938,974,360,5422,9,9,511,99995
2026-02-16T15:17:15.769230,58,black,b8c7,1k2Q3/pp5p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 0 29,6,6,0,0,6,6,0,0,0,99995
2026-02-16T15:17:17.500258,59,white,e8d8,4Q3/ppk4p/4p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 1 30,6,18959,13716,2949,1731,18939,9,9,1730,99997
2026-02-16T15:17:17.500408,60,black,c7c6,3Q4/ppk4p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 2 30,6,6,0,0,6,6,0,0,0,99997
2026-02-16T15:17:18.895749,61,white,d8d6,3Q4/pp5p/2k1p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 3 31,6,15526,10849,2620,1547,15462,9,9,1395,99999
